Date,Open,High,Low,Close,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield
20-June-1997,4101.67,4142.75,4060.30,4083.04,-,-,15.51,3.02,1.42,
23-June-1997,4091.33,4120.63,4075.56,4089.20,-,-,15.54,3.03,1.42,
24-June-1997,4088.96,4121.93,4063.19,4119.39,-,-,15.65,3.05,1.41,
25-June-1997,4123.82,4132.40,4078.31,4093.62,-,-,15.55,3.03,1.42,
26-June-1997,4100.37,4148.99,4089.94,4116.56,-,-,15.64,3.05,1.41,
27-June-1997,4114.02,4153.80,4104.85,4133.24,-,-,15.70,3.06,1.40,
30-June-1997,4184.00,4272.44,4184.00,4256.09,-,-,16.17,3.15,1.36,
1-July-1997,4263.11,4301.77,4247.66,4300.86,-,-,16.34,3.19,1.35,
2-July-1997,4302.96,4395.31,4295.40,4333.90,-,-,16.47,3.21,1.34,
3-July-1997,4335.79,4393.29,4299.97,4323.46,-,-,16.43,3.20,1.34,
4-July-1997,4332.70,4347.59,4300.58,4323.82,-,-,16.43,3.20,1.34,
7-July-1997,4326.81,4391.01,4289.49,4291.45,-,-,16.31,3.18,1.35,
8-July-1997,4285.65,4313.00,4252.49,4306.39,-,-,16.36,3.19,1.35,
9-July-1997,4315.42,4404.83,4315.42,4404.69,-,-,16.74,3.26,1.32,
10-July-1997,4413.39,4448.06,4376.11,4378.37,-,-,16.60,3.23,1.33,
11-July-1997,4372.75,4372.75,4301.93,4321.98,-,-,16.39,3.19,1.35,
14-July-1997,4251.70,4251.70,4182.42,4225.02,-,-,16.58,3.23,1.33,
15-July-1997,4229.89,4261.03,4204.72,4221.02,-,-,16.57,3.22,1.33,
16-July-1997,4232.53,4263.26,4171.00,4183.42,-,-,16.16,3.14,1.38,
17-July-1997,4183.91,4202.31,4152.26,4193.61,-,-,16.20,3.15,1.37,
18-July-1997,4174.72,4193.72,4115.73,4124.81,-,-,15.93,3.10,1.40,
21-July-1997,4134.08,4155.80,4105.28,4154.28,-,-,16.05,3.12,1.39,
22-July-1997,4161.94,4189.82,4145.65,4186.29,-,-,16.17,3.14,1.38,
23-July-1997,4204.83,4258.60,4182.32,4251.13,-,-,16.42,3.19,1.36,
24-July-1997,4264.93,4294.95,4223.61,4226.57,-,-,16.33,3.17,1.36,
25-July-1997,4218.29,4222.73,4159.00,4189.81,-,-,16.18,3.15,1.38,
28-July-1997,4191.91,4197.21,4163.53,4181.48,-,-,16.15,3.14,1.38,
29-July-1997,4180.59,4218.98,4171.11,4217.58,-,-,16.29,3.17,1.37,
30-July-1997,4230.80,4253.81,4220.18,4244.89,-,-,16.40,3.19,1.36,
31-July-1997,4252.37,4331.58,4245.52,4305.76,-,-,15.84,3.08,1.37,
1-August-1997,4322.19,4356.55,4314.06,4347.32,-,-,15.99,3.11,1.36,
4-August-1997,4392.47,4478.19,4392.47,4465.37,-,-,16.49,3.21,1.32,
5-August-1997,4477.50,4548.79,4477.50,4548.02,-,-,16.80,3.27,1.30,
6-August-1997,4568.39,4605.41,4505.06,4523.01,-,-,16.70,3.25,1.30,
7-August-1997,4527.91,4546.91,4439.48,4447.06,-,-,16.42,3.20,1.32,
8-August-1997,4460.23,4467.18,4373.20,4397.54,-,-,16.24,3.16,1.34,
11-August-1997,4434.02,4482.51,4423.69,4481.30,-,-,16.55,3.22,1.31,
12-August-1997,4496.80,4504.03,4393.24,4425.03,-,-,16.34,3.18,1.33,
13-August-1997,4419.34,4419.34,4353.32,4370.13,-,-,16.14,3.14,1.35,
14-August-1997,4372.29,4381.53,4290.13,4320.97,-,-,15.97,3.09,1.37,
19-August-1997,4277.29,4277.29,4151.63,4165.37,-,-,15.40,2.98,1.42,
20-August-1997,4166.79,4238.09,4144.47,4234.63,-,-,15.65,3.03,1.39,
21-August-1997,4252.05,4265.19,4138.27,4156.16,-,-,15.36,2.98,1.42,
22-August-1997,4132.99,4144.17,4037.31,4047.67,-,-,14.96,2.90,1.46,
26-August-1997,4038.58,4110.51,4038.58,4107.24,-,-,15.18,2.94,1.44,
27-August-1997,4131.05,4132.62,4085.29,4097.56,-,-,15.15,2.93,1.44,
28-August-1997,4093.76,4093.76,3960.34,3963.15,-,-,14.65,2.84,1.49,
29-August-1997,3916.58,3945.67,3851.04,3876.08,-,-,14.33,2.78,1.52,
1-September-1997,3875.26,3948.92,3854.21,3943.67,-,-,14.58,2.82,1.50,
2-September-1997,3944.31,3960.76,3869.61,3950.03,-,-,14.60,2.83,1.49,
3-September-1997,3966.87,4016.21,3946.43,3965.39,-,-,14.66,2.84,1.49,
4-September-1997,3963.94,4012.18,3932.77,4007.04,-,-,14.81,2.87,1.47,
5-September-1997,4018.59,4036.61,4005.07,4032.35,-,-,14.91,2.89,1.46,
8-September-1997,4029.85,4088.26,4006.28,4087.30,-,-,15.11,2.93,1.44,
9-September-1997,4095.12,4112.48,4030.86,4031.55,-,-,14.90,2.89,1.46,
10-September-1997,4018.75,4050.28,3998.32,4045.61,-,-,14.96,2.90,1.46,
11-September-1997,4057.90,4070.36,4008.00,4010.07,-,-,14.82,2.87,1.47,
12-September-1997,4013.01,4018.50,3979.43,3995.94,-,-,14.77,2.86,1.48,
15-September-1997,3987.39,4057.35,3985.97,4018.42,-,-,14.86,2.88,1.47,
16-September-1997,4026.02,4035.39,4000.84,4012.59,-,-,14.98,2.87,1.46,
17-September-1997,4013.68,4013.68,3914.58,3928.33,-,-,14.67,2.81,1.49,
18-September-1997,3904.42,3904.42,3844.49,3884.77,-,-,14.51,2.78,1.51,
19-September-1997,3891.63,3894.09,3820.28,3825.12,-,-,14.28,2.74,1.53,
22-September-1997,3830.81,3836.04,3758.52,3770.99,-,-,14.08,2.70,1.55,
23-September-1997,3772.59,3823.29,3763.37,3822.42,-,-,14.28,2.73,1.53,
24-September-1997,3834.97,3864.25,3823.01,3825.91,-,-,14.29,2.74,1.53,
25-September-1997,3835.80,3888.51,3835.80,3887.56,-,-,14.52,2.78,1.51,
26-September-1997,3895.98,3927.77,3883.88,3925.24,-,-,14.66,2.81,1.49,
29-September-1997,3918.05,3964.03,3908.84,3912.83,-,-,14.61,2.80,1.50,
30-September-1997,3911.34,3918.42,3885.59,3902.03,-,-,14.57,2.79,1.50,
1-October-1997,3885.41,3905.51,3848.15,3905.51,-,-,14.59,2.79,1.50,
3-October-1997,3907.22,3923.26,3833.92,3847.73,-,-,14.37,2.75,1.52,
6-October-1997,3850.35,3862.17,3829.05,3857.34,-,-,14.39,2.75,1.52,
7-October-1997,3851.94,3910.33,3845.71,3909.46,-,-,14.59,2.78,1.50,
8-October-1997,3912.40,3940.53,3912.40,3930.23,-,-,14.66,2.80,1.49,
9-October-1997,3927.85,3982.44,3917.39,3979.96,-,-,14.85,2.83,1.47,
10-October-1997,3999.65,4083.99,3999.65,4057.37,-,-,15.14,2.89,1.44,
13-October-1997,4093.92,4118.92,4056.48,4066.05,-,-,15.17,2.90,1.44,
14-October-1997,4061.51,4062.81,4011.11,4012.40,-,-,14.97,2.86,1.46,
15-October-1997,4015.55,4042.69,3999.14,4034.55,-,-,15.05,2.87,1.45,
16-October-1997,4082.66,4090.51,4046.47,4077.05,-,-,15.21,2.90,1.43,
17-October-1997,4102.29,4137.77,4095.70,4106.26,-,-,15.32,2.92,1.42,
20-October-1997,4123.80,4157.01,4103.63,4154.84,-,-,15.50,2.96,1.41,
21-October-1997,4157.69,4166.14,4103.86,4116.99,-,-,15.36,2.93,1.42,
22-October-1997,4118.67,4119.55,4079.87,4082.70,-,-,15.23,2.91,1.43,
23-October-1997,4073.42,4080.12,3983.18,4009.77,-,-,14.96,2.85,1.46,
24-October-1997,3992.40,3992.40,3922.54,3957.46,-,-,14.76,2.82,1.48,
27-October-1997,3969.75,3979.53,3914.96,3934.33,-,-,14.68,2.80,1.49,
30-October-1997,3803.09,3815.24,3795.66,3803.24,-,-,14.19,2.71,1.54,
3-November-1997,3814.75,3820.37,3748.89,3790.82,-,-,14.14,2.70,1.54,
4-November-1997,3799.55,3852.24,3782.94,3805.95,-,-,14.20,2.71,1.54,
5-November-1997,3805.14,3807.45,3759.16,3778.23,-,-,14.10,2.69,1.55,
6-November-1997,3744.39,3766.76,3714.03,3763.96,-,-,14.04,2.68,1.55,
7-November-1997,3761.16,3764.61,3732.11,3747.32,-,-,13.98,2.67,1.56,
10-November-1997,3733.31,3733.31,3707.67,3721.05,-,-,13.89,2.65,1.57,
11-November-1997,3724.85,3750.25,3723.40,3723.40,-,-,13.90,2.65,1.57,
12-November-1997,3721.39,3739.04,3627.85,3633.18,-,-,13.57,2.59,1.61,
13-November-1997,3601.30,3616.44,3534.06,3554.10,-,-,13.27,2.53,1.64,
14-November-1997,3570.34,3594.18,3514.69,3569.77,-,-,13.33,2.54,1.64,
17-November-1997,3552.43,3580.91,3539.25,3578.10,-,-,13.39,2.52,1.64,
18-November-1997,3573.87,3573.87,3494.80,3518.90,-,-,13.17,2.48,1.67,
19-November-1997,3479.07,3479.07,3393.15,3454.65,-,-,12.93,2.43,1.70,
20-November-1997,3394.27,3504.41,3390.71,3466.86,-,-,12.98,2.44,1.70,
21-November-1997,3450.75,3541.23,3450.40,3523.44,-,-,13.19,2.48,1.67,
24-November-1997,3512.82,3518.58,3399.72,3403.07,-,-,12.74,2.40,1.73,
25-November-1997,3400.75,3490.40,3388.46,3479.89,-,-,13.02,2.45,1.69,
26-November-1997,3516.05,3577.59,3514.98,3535.52,-,-,13.23,2.49,1.66,
27-November-1997,3530.68,3645.90,3524.14,3628.07,-,-,13.58,2.55,1.62,
28-November-1997,3616.47,3617.33,3522.59,3560.29,-,-,13.33,2.51,1.65,
1-December-1997,3536.07,3574.06,3488.66,3569.65,-,-,13.36,2.51,1.65,
2-December-1997,3566.53,3601.43,3538.00,3553.48,-,-,13.30,2.50,1.65,
3-December-1997,3559.88,3590.90,3537.67,3562.37,-,-,13.33,2.51,1.65,
4-December-1997,3530.31,3595.00,3503.49,3527.10,-,-,13.20,2.48,1.67,
5-December-1997,3526.02,3552.27,3469.08,3469.08,-,-,12.98,2.44,1.70,
8-December-1997,3479.41,3493.21,3455.86,3468.19,-,-,12.98,2.44,1.70,
9-December-1997,3469.92,3485.01,3367.89,3391.59,-,-,12.69,2.39,1.73,
10-December-1997,3364.51,3380.03,3325.25,3347.33,-,-,12.42,2.34,1.76,
11-December-1997,3336.33,3344.41,3247.63,3329.14,-,-,12.35,2.33,1.77,
12-December-1997,3340.15,3383.32,3320.67,3329.27,-,-,12.35,2.33,1.77,
15-December-1997,3321.55,3371.73,3291.09,3367.56,-,-,12.50,2.35,1.75,
16-December-1997,3374.58,3444.92,3374.28,3424.87,-,-,12.71,2.39,1.72,
17-December-1997,3458.27,3499.26,3455.10,3487.02,-,-,12.94,2.44,1.69,
18-December-1997,3481.95,3525.60,3463.26,3472.35,-,-,12.89,2.43,1.70,
19-December-1997,3463.46,3542.04,3460.18,3540.91,-,-,13.03,2.44,1.70,
22-December-1997,3553.68,3629.42,3553.68,3616.34,-,-,13.30,2.50,1.66,
23-December-1997,3639.98,3676.76,3627.09,3641.11,-,-,13.40,2.51,1.65,
24-December-1997,3596.07,3616.95,3549.58,3607.69,-,-,13.27,2.49,1.67,
26-December-1997,3620.92,3651.42,3620.92,3633.38,-,-,13.37,2.51,1.65,
29-December-1997,3648.65,3709.72,3643.78,3706.79,-,-,13.64,2.56,1.62,
30-December-1997,3703.84,3703.84,3623.93,3637.71,-,-,13.38,2.51,1.65,
31-December-1997,3630.48,3711.26,3630.48,3658.98,-,-,13.46,2.53,1.64,
1-January-1998,3658.34,3711.69,3658.34,3694.62,-,-,13.70,2.54,1.63,
2-January-1998,3704.47,3739.38,3701.40,3719.85,-,-,13.79,2.56,1.62,
5-January-1998,3745.19,3792.86,3736.94,3739.21,-,-,13.86,2.57,1.61,
6-January-1998,3724.43,3727.24,3684.02,3719.62,-,-,13.79,2.55,1.62,
7-January-1998,3715.38,3745.71,3658.95,3683.31,-,-,13.65,2.53,1.63,
8-January-1998,3671.69,3679.14,3598.16,3598.16,-,-,13.34,2.47,1.67,
9-January-1998,3579.24,3579.24,3514.99,3530.20,-,-,13.09,2.42,1.70,
12-January-1998,3482.98,3482.98,3394.95,3395.04,-,-,12.58,2.33,1.77,
13-January-1998,3427.15,3479.95,3417.05,3431.72,-,-,12.79,2.36,1.72,
14-January-1998,3460.77,3482.05,3380.98,3400.79,-,-,12.68,2.34,1.73,
15-January-1998,3390.37,3415.87,3318.69,3365.75,-,-,12.55,2.31,1.75,
16-January-1998,3373.10,3398.97,3351.21,3382.32,-,-,12.61,2.32,1.74,
19-January-1998,3383.89,3484.77,3374.39,3480.86,-,-,13.80,2.39,1.60,
20-January-1998,3487.86,3516.00,3448.97,3455.95,-,-,13.70,2.37,1.61,
21-January-1998,3452.36,3462.36,3418.20,3418.34,-,-,13.55,2.35,1.63,
22-January-1998,3408.67,3409.34,3366.94,3380.30,-,-,13.40,2.32,1.65,
23-January-1998,3375.86,3375.86,3340.31,3351.21,-,-,13.29,2.30,1.66,
27-January-1998,3352.06,3355.22,3272.18,3276.21,-,-,13.00,2.25,1.70,
28-January-1998,3272.74,3301.90,3200.83,3209.55,-,-,12.73,2.20,1.74,
29-January-1998,3204.10,3230.65,3164.66,3224.36,-,-,12.79,2.21,1.73,
2-February-1998,3288.78,3364.37,3288.78,3354.80,-,-,13.31,2.30,1.66,
3-February-1998,3360.40,3363.33,3326.17,3354.88,-,-,13.31,2.30,1.66,
4-February-1998,3359.24,3394.93,3312.01,3319.19,-,-,13.17,2.28,1.68,
5-February-1998,3339.02,3366.07,3336.97,3357.48,-,-,13.32,2.30,1.66,
6-February-1998,3367.77,3374.04,3338.09,3366.70,-,-,13.35,2.31,1.66,
9-February-1998,3359.47,3371.61,3345.34,3348.35,-,-,13.28,2.30,1.67,
10-February-1998,3345.18,3351.50,3315.81,3317.70,-,-,13.16,2.28,1.68,
11-February-1998,3330.11,3342.08,3288.76,3292.91,-,-,13.06,2.26,1.69,
12-February-1998,3289.45,3299.50,3261.38,3293.89,-,-,13.07,2.26,1.69,
13-February-1998,3306.39,3373.53,3297.54,3373.53,-,-,13.38,2.32,1.65,
16-February-1998,3384.71,3451.63,3384.71,3449.77,-,-,13.68,2.37,1.62,
17-February-1998,3459.82,3459.82,3403.49,3413.36,-,-,13.66,2.34,1.63,
18-February-1998,3408.75,3436.95,3387.32,3401.88,-,-,13.61,2.33,1.64,
19-February-1998,3414.59,3446.53,3411.75,3437.64,-,-,13.75,2.35,1.62,
20-February-1998,3444.51,3466.28,3409.62,3417.30,-,-,13.67,2.34,1.63,
23-February-1998,3426.88,3479.20,3424.14,3478.40,-,-,13.92,2.38,1.60,
24-February-1998,3481.46,3484.73,3462.88,3484.69,-,-,13.94,2.39,1.60,
26-February-1998,3535.24,3584.67,3526.35,3571.63,-,-,14.29,2.45,1.56,
27-February-1998,3578.89,3639.84,3578.89,3622.22,-,-,14.49,2.48,1.54,
2-March-1998,3657.57,3782.34,3657.57,3772.61,-,-,15.09,2.58,1.48,
3-March-1998,3772.24,3772.24,3600.06,3646.00,-,-,14.59,2.50,1.53,
4-March-1998,3660.16,3751.82,3660.16,3743.93,-,-,14.98,2.56,1.49,
5-March-1998,3699.73,3771.66,3699.73,3714.62,-,-,14.86,2.54,1.50,
6-March-1998,3709.88,3720.21,3675.57,3708.58,-,-,14.84,2.54,1.50,
9-March-1998,3775.54,3810.21,3760.66,3807.21,-,-,15.23,2.61,1.46,
10-March-1998,3810.15,3830.97,3783.99,3798.25,-,-,15.20,2.60,1.47,
11-March-1998,3791.11,3792.26,3691.20,3752.09,-,-,15.01,2.57,1.49,
12-March-1998,3713.02,3750.99,3694.28,3716.50,-,-,14.87,2.54,1.50,
16-March-1998,3780.89,3832.51,3780.89,3785.23,-,-,15.16,2.59,1.47,
17-March-1998,3771.59,3791.86,3729.13,3791.17,-,-,15.19,2.60,1.47,
18-March-1998,3803.66,3839.55,3788.40,3825.02,-,-,15.32,2.62,1.46,
19-March-1998,3848.32,3852.42,3802.50,3820.87,-,-,15.30,2.62,1.46,
20-March-1998,3802.01,3840.72,3785.95,3840.40,-,-,15.38,2.63,1.45,
23-March-1998,3920.32,3973.70,3920.32,3963.81,-,-,15.88,2.72,1.41,
24-March-1998,3982.63,3999.03,3920.93,3927.67,-,-,15.73,2.69,1.42,
25-March-1998,3913.96,3969.15,3884.71,3949.57,-,-,15.82,2.71,1.41,
26-March-1998,3970.76,3992.89,3883.16,3891.75,-,-,15.59,2.67,1.43,
27-March-1998,3880.33,3917.63,3861.18,3908.60,-,-,15.66,2.68,1.43,
30-March-1998,3952.21,3980.90,3896.86,3897.98,-,-,15.68,2.68,1.42,
31-March-1998,3894.53,3919.08,3875.23,3892.75,-,-,15.65,2.68,1.43,
1-April-1998,3901.44,3974.10,3901.44,3969.57,-,-,15.96,2.73,1.40,
2-April-1998,3986.60,4049.66,3978.31,3992.72,-,-,16.06,2.75,1.39,
3-April-1998,4012.72,4078.38,4012.42,4076.05,-,-,16.39,2.80,1.36,
6-April-1998,4130.92,4184.37,4122.71,4170.22,-,-,16.77,2.87,1.33,
7-April-1998,4159.19,4216.58,4156.52,4194.27,-,-,16.87,2.89,1.32,
8-April-1998,4222.54,4226.74,4138.83,4183.57,-,-,16.82,2.88,1.33,
10-April-1998,4172.86,4185.15,4103.46,4118.29,-,-,16.56,2.83,1.35,
13-April-1998,4051.58,4133.72,4051.58,4085.93,-,-,16.43,2.81,1.36,
15-April-1998,4119.26,4213.07,4119.26,4192.50,-,-,16.86,2.89,1.32,
16-April-1998,4195.53,4208.56,4132.66,4134.32,-,-,16.63,2.85,1.34,
17-April-1998,4134.93,4188.37,4117.58,4186.76,-,-,16.84,2.88,1.33,
20-April-1998,4217.75,4286.84,4208.56,4210.73,-,-,16.93,2.90,1.32,
21-April-1998,4235.37,4285.57,4235.37,4280.96,-,-,17.22,2.95,1.30,
22-April-1998,4305.61,4322.00,4179.44,4179.44,-,-,16.81,2.88,1.33,
23-April-1998,4161.31,4202.17,4084.15,4092.23,-,-,16.46,2.82,1.36,
24-April-1998,4088.14,4104.98,3954.31,4050.98,-,-,16.29,2.79,1.37,
27-April-1998,4098.17,4138.21,4059.68,4082.83,-,-,16.42,2.81,1.36,
29-April-1998,4076.23,4085.76,3964.95,3970.28,-,-,15.97,2.73,1.40,
30-April-1998,3970.50,4015.64,3926.36,4006.81,-,-,16.11,2.76,1.38,
4-May-1998,4058.75,4141.33,4058.75,4135.81,-,-,16.63,2.85,1.34,
5-May-1998,4142.32,4156.58,4113.79,4147.29,-,-,16.68,2.85,1.34,
6-May-1998,4145.60,4145.60,4045.96,4069.79,-,-,16.37,2.80,1.36,
8-May-1998,4049.13,4056.46,4014.72,4022.20,-,-,16.17,2.77,1.38,
12-May-1998,4007.43,4007.43,3917.90,3945.13,-,-,15.86,2.71,1.41,
13-May-1998,3897.88,3906.67,3776.33,3782.76,-,-,15.21,2.60,1.47,
14-May-1998,3789.07,3898.69,3748.63,3897.94,-,-,15.67,2.68,1.42,
15-May-1998,3909.88,3924.41,3832.86,3849.80,-,-,15.48,2.65,1.44,
18-May-1998,3892.54,3943.16,3890.84,3908.48,-,-,15.74,2.69,1.42,
19-May-1998,3907.75,3924.42,3895.71,3924.42,-,-,15.80,2.70,1.41,
20-May-1998,3930.01,3965.85,3920.63,3956.93,-,-,15.93,2.73,1.40,
21-May-1998,3969.62,3980.21,3889.98,3908.79,-,-,15.74,2.69,1.42,
22-May-1998,3914.34,3930.65,3881.83,3897.10,-,-,15.69,2.68,1.42,
25-May-1998,3882.03,3934.00,3878.04,3908.11,-,-,15.73,2.69,1.42,
26-May-1998,3906.74,3915.43,3870.76,3875.06,-,-,15.60,2.67,1.43,
27-May-1998,3843.45,3843.45,3771.39,3777.19,-,-,15.21,2.60,1.47,
28-May-1998,3754.73,3797.24,3712.52,3721.93,-,-,14.98,2.56,1.49,
29-May-1998,3673.45,3747.57,3589.24,3686.39,-,-,14.84,2.54,1.50,
1-June-1998,3737.25,3823.15,3640.30,3642.68,-,-,14.67,2.51,1.52,
2-June-1998,3634.23,3646.36,3540.61,3573.21,-,-,14.39,2.46,1.55,
3-June-1998,3572.96,3600.35,3483.81,3597.98,-,-,14.49,2.48,1.54,
4-June-1998,3598.33,3617.14,3538.96,3546.21,-,-,14.28,2.44,1.56,
5-June-1998,3527.67,3536.00,3417.89,3417.89,-,-,13.76,2.35,1.62,
8-June-1998,3455.57,3492.48,3256.51,3416.73,-,-,13.76,2.35,1.62,
9-June-1998,3426.29,3476.91,3372.18,3468.07,-,-,13.96,2.39,1.60,
10-June-1998,3451.17,3451.17,3308.05,3311.41,-,-,13.33,2.28,1.67,
11-June-1998,3269.36,3337.12,3207.54,3335.76,-,-,13.43,2.30,1.66,
12-June-1998,3367.49,3416.12,3332.63,3347.41,-,-,13.48,2.31,1.66,
15-June-1998,3344.49,3344.49,3151.23,3152.96,-,-,12.69,2.17,1.76,
16-June-1998,3114.59,3171.57,2961.81,3161.08,-,-,12.73,2.18,1.75,
17-June-1998,3291.43,3405.98,3251.81,3400.95,-,-,13.69,2.34,1.63,
18-June-1998,3416.09,3434.46,3292.33,3292.33,-,-,13.26,2.27,1.68,
19-June-1998,3234.56,3246.19,3130.11,3143.10,-,-,12.65,2.17,1.76,
22-June-1998,3063.15,3097.95,2951.45,3078.51,-,-,12.39,2.12,1.80,
23-June-1998,3041.81,3047.49,2954.86,3037.34,-,-,12.23,2.09,1.82,
24-June-1998,3041.79,3143.64,3041.79,3143.64,-,-,12.51,2.15,1.83,
25-June-1998,3197.90,3249.42,3181.11,3208.54,-,-,12.77,2.20,1.79,
26-June-1998,3214.42,3214.42,3155.13,3168.82,-,-,12.61,2.17,1.81,
29-June-1998,3171.25,3291.18,3171.25,3289.56,-,-,13.09,2.25,1.75,
30-June-1998,3305.18,3305.63,3222.58,3250.69,-,-,12.94,2.22,1.77,
1-July-1998,3210.60,3256.43,3153.53,3230.60,-,-,12.86,2.21,1.78,
2-July-1998,3219.98,3229.95,3172.39,3180.73,-,-,12.66,2.18,1.81,
3-July-1998,3173.35,3173.35,3089.02,3089.02,-,-,12.17,2.11,1.92,
6-July-1998,3111.02,3179.63,3111.02,3178.31,-,-,12.50,2.17,1.87,
7-July-1998,3186.85,3241.90,3181.56,3195.94,-,-,12.57,2.18,1.86,
8-July-1998,3225.71,3268.54,3221.92,3245.88,-,-,12.77,2.21,1.83,
9-July-1998,3277.93,3347.40,3277.93,3331.98,-,-,13.11,2.27,1.78,
10-July-1998,3375.55,3409.50,3344.09,3401.74,-,-,13.38,2.32,1.74,
13-July-1998,3426.83,3461.12,3320.11,3322.17,-,-,13.07,2.27,1.78,
14-July-1998,3335.13,3371.50,3310.95,3371.50,-,-,13.26,2.30,1.76,
15-July-1998,3404.87,3419.36,3348.66,3365.72,-,-,13.24,2.30,1.76,
16-July-1998,3383.73,3489.20,3356.61,3488.77,-,-,13.72,2.38,1.70,
17-July-1998,3505.52,3525.90,3455.35,3470.80,-,-,13.71,2.36,1.71,
20-July-1998,3471.45,3472.00,3376.48,3384.75,-,-,13.38,2.30,1.75,
21-July-1998,3385.25,3417.10,3329.84,3353.30,-,-,13.25,2.28,1.77,
22-July-1998,3358.08,3372.75,3314.59,3344.33,-,-,13.22,2.28,1.77,
23-July-1998,3329.78,3336.84,3214.40,3227.52,-,-,12.75,2.20,1.84,
24-July-1998,3200.66,3231.50,3157.30,3171.30,-,-,12.53,2.16,1.87,
27-July-1998,3172.67,3213.12,3079.43,3085.17,-,-,12.19,2.10,1.92,
28-July-1998,3096.06,3173.92,3090.23,3166.84,-,-,12.52,2.15,1.87,
29-July-1998,3169.88,3242.28,3163.74,3219.93,-,-,12.72,2.19,1.84,
30-July-1998,3247.23,3276.29,3190.54,3212.10,-,-,12.69,2.19,1.85,
31-July-1998,3231.23,3234.54,3184.10,3211.31,-,-,12.69,2.18,1.85,
3-August-1998,3159.02,3159.02,3108.03,3112.95,-,-,12.08,2.03,1.96,
4-August-1998,3107.04,3144.06,3107.04,3119.54,-,-,12.11,2.03,1.95,
5-August-1998,3069.92,3138.39,3062.05,3133.42,-,-,12.16,2.04,1.94,
6-August-1998,3131.54,3163.28,3091.57,3096.33,-,-,11.89,2.00,1.97,
7-August-1998,3094.17,3104.87,3062.25,3062.25,-,-,11.76,1.98,2.00,
10-August-1998,3056.22,3056.22,3017.33,3020.71,-,-,11.60,1.95,2.02,
11-August-1998,3002.82,3008.92,2965.58,2970.64,-,-,11.41,1.92,2.06,
12-August-1998,2934.74,2989.92,2924.24,2950.80,-,-,11.33,1.91,2.07,
13-August-1998,2944.64,3016.11,2931.76,2990.22,-,-,11.49,1.93,2.04,
14-August-1998,2993.68,3005.44,2960.24,2968.75,-,-,11.40,1.92,2.06,
17-August-1998,2983.40,3002.17,2917.07,2917.07,-,-,11.20,1.88,2.10,
18-August-1998,2914.92,2915.84,2853.72,2867.99,-,-,11.02,1.85,2.13,
19-August-1998,2885.76,2919.51,2838.99,2884.59,-,-,11.08,1.86,2.12,
20-August-1998,2911.85,2991.60,2885.17,2989.60,-,-,11.48,1.93,2.05,
21-August-1998,2954.31,2988.73,2919.45,2922.61,-,-,11.23,1.89,2.09,
24-August-1998,2928.08,2958.45,2899.67,2950.44,-,-,11.20,1.86,2.14,
25-August-1998,2958.78,2996.72,2958.78,2993.36,-,-,11.36,1.88,2.11,
27-August-1998,3006.65,3040.48,2974.83,2974.83,-,-,11.29,1.87,2.12,
28-August-1998,2937.12,2962.38,2899.16,2908.10,-,-,11.04,1.83,2.17,
31-August-1998,2919.36,2946.97,2882.93,2933.85,-,-,11.13,1.85,2.15,
1-September-1998,2862.24,2882.88,2850.30,2862.55,-,-,10.86,1.80,2.21,
2-September-1998,2900.15,2900.46,2867.22,2886.91,-,-,10.96,1.82,2.19,
3-September-1998,2885.30,2921.34,2879.13,2918.89,-,-,11.08,1.84,2.16,
4-September-1998,2930.63,2985.49,2926.74,2975.10,-,-,11.29,1.87,2.12,
7-September-1998,3016.51,3063.53,3016.51,3051.93,-,-,11.58,1.92,2.07,
8-September-1998,3054.31,3105.24,3041.09,3096.10,-,-,11.75,1.95,2.04,
9-September-1998,3125.19,3144.57,3091.31,3097.12,-,-,11.75,1.95,2.04,
10-September-1998,3090.24,3132.42,3079.38,3108.67,-,-,11.80,1.96,2.03,
11-September-1998,3069.38,3092.94,3061.39,3083.56,-,-,11.70,1.94,2.05,
14-September-1998,3134.68,3169.55,3133.01,3167.22,-,-,11.77,1.95,2.05,
15-September-1998,3154.01,3176.42,3151.19,3162.18,-,-,11.75,1.95,2.05,
16-September-1998,3168.86,3185.47,3131.84,3138.66,-,-,11.66,1.93,2.07,
17-September-1998,3147.53,3161.37,3118.16,3121.30,-,-,11.46,1.91,2.09,
18-September-1998,3107.27,3108.83,3083.86,3090.72,-,-,11.35,1.90,2.11,
21-September-1998,3111.02,3132.59,3080.71,3080.91,-,-,11.31,1.89,2.12,
22-September-1998,3094.04,3103.87,3070.62,3095.25,-,-,11.36,1.90,2.11,
23-September-1998,3111.18,3135.71,3106.15,3135.42,-,-,11.51,1.92,2.08,
24-September-1998,3163.23,3232.13,3163.23,3225.30,-,-,11.84,1.98,2.02,
25-September-1998,3230.98,3266.71,3215.77,3223.57,-,-,11.83,1.98,2.02,
28-September-1998,3257.99,3265.72,3205.95,3206.92,-,-,11.68,1.96,2.04,
29-September-1998,3230.84,3235.03,3125.47,3146.83,-,-,11.47,1.92,2.08,
30-September-1998,3132.20,3135.28,3084.82,3102.29,-,-,11.30,1.89,2.11,
5-October-1998,3036.15,3036.15,2877.92,2878.07,-,-,10.41,1.75,2.28,
